full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Manuel Locatelli,25,884246400,1998/01/08,Serie A,2022/2023,Midfielder,Juventus,1410,790,620,Italy,18,10,8,0,0,0,0,0,0,0,0,12,7,5,10,4,6,4,0,0,0,0,0,0,0,0.64,141,78,353,0,0.26,212,246,-1,22
Marash Kumbulla,22,949996800,2000/02/08,Serie A,2022/2023,Defender,Roma,133,120,13,Albania,4,3,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,133,0,0.68,-1,-1,-1,20
Marcelo Brozović,30,721900800,1992/11/16,Serie A,2022/2023,Midfielder,Inter Milan,640,294,346,Croatia,11,5,6,2,1,1,0,0,0,0,0,3,3,0,10,0,10,5,0,0.28,0,0.28,0.31,0.26,320,1.41,64,58,128,0,0.7,54,276,-1,6
Marcin Listkowski,24,887097600,1998/02/10,Serie A,2022/2023,Forward,Lecce,73,33,40,Poland,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,-1,-1,-1,17
Marco Benassi,28,779007600,1994/09/08,Serie A,2022/2023,Midfielder,Cremonese,278,227,51,Italy,5,3,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1.62,56,56,0,0,0,296,296,-1,21
Marco Bertini,20,1028703600,2002/08/07,Serie A,2022/2023,Midfielder,Lazio,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Marco Bleve,27,813999600,1995/10/18,Serie A,2022/2023,Goalkeeper,Lecce,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Marco Carnesecchi,22,962434800,2000/07/01,Serie A,2022/2023,Goalkeeper,Cremonese,1080,630,450,Italy,12,7,5,0,0,0,0,0,0,0,0,2,2,0,17,8,9,1,0,0,0,0,0,0,0,1.42,64,90,1080,0,0.08,240,211,114,16
Marco D'Alessandro,31,666777600,1991/02/17,Serie A,2022/2023,Midfielder,Monza,286,179,107,Italy,8,4,4,0,0,0,0,0,0,0,0,3,2,1,7,3,4,2,0,0,0,0,0,0,0,2.2,41,36,143,0,0.63,276,282,-1,26
Marco Silvestri,31,667900800,1991/03/02,Serie A,2022/2023,Goalkeeper,Udinese,1890,900,990,Italy,21,10,11,0,0,0,0,0,0,0,0,6,3,3,23,10,13,0,0,0,0,0,0,0,0,1.1,82,90,0,0,0,330,325,71,15
Marco Sportiello,30,705481200,1992/05/10,Serie A,2022/2023,Goalkeeper,Atalanta,622,270,352,Italy,7,3,4,0,0,0,0,0,0,0,0,2,1,1,9,3,6,0,0,0,0,0,0,0,0,1.3,69,89,0,0,0,321,318,98,17
Marcos Antonio Silva Santos,22,960879600,2000/06/13,Serie A,2022/2023,Midfielder,Lazio,305,174,131,Brazil,11,6,5,0,0,0,0,0,0,0,0,6,4,2,1,0,1,1,0,0,0,0,0,0,0,0.3,305,28,305,0,0.3,384,388,-1,19
Marin Pongracic,25,873961200,1997/09/11,Serie A,2022/2023,Defender,Lecce,792,540,252,Germany,9,6,3,0,0,0,0,0,0,0,0,1,0,1,9,6,3,2,0,0,0,0,0,0,0,1.02,88,88,396,0,0.23,221,258,57,13
Mario Gila Fuentes,22,967532400,2000/08/29,Serie A,2022/2023,Defender,Lazio,85,44,41,Spain,4,1,3,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1.06,85,21,0,0,0,-1,-1,-1,18
Mario Pašalić,27,792316800,1995/02/09,Serie A,2022/2023,Midfielder,Atalanta,1027,487,540,Croatia,19,9,10,2,1,1,2,0,2,0,0,6,2,4,15,10,5,2,0,0.35,0.18,0.18,0.18,0.17,514,1.31,68,54,514,514,0.18,101,65,-1,6
Mário Rui Silva Duarte,31,675327600,1991/05/27,Serie A,2022/2023,Defender,Napoli,1369,680,689,Portugal,17,9,8,0,0,0,6,2,4,0,0,8,4,4,11,6,5,2,0,0.39,0.39,0,0,0,0,0.72,124,81,685,228,0.13,214,11,14,23
Marius Adamonis,25,863506800,1997/05/13,Serie A,2022/2023,Goalkeeper,Lazio,0,0,0,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Marko Arnautović,33,608972400,1989/04/19,Serie A,2022/2023,Forward,Bologna,1196,685,511,Austria,14,8,6,8,5,3,0,0,0,3,0,2,2,0,21,6,15,4,0,0.6,0,0.6,0.66,0.53,150,1.58,57,85,299,0,0.3,7,393,-1,1
Marko Lazetić,19,1074758400,2004/01/22,Serie A,2022/2023,Forward,AC Milan,7,0,7,Serbia,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,7,0,12.86,-1,-1,-1,27
Marko Pjaca,27,799743600,1995/05/06,Serie A,2022/2023,Midfielder,Empoli,406,204,202,Croatia,10,4,6,0,0,0,0,0,0,0,0,2,1,1,5,2,3,0,0,0,0,0,0,0,0,1.11,81,41,0,0,0,232,208,-1,14
Marlon Santos,27,810457200,1995/09/07,Serie A,2022/2023,Defender,Monza,1067,603,464,Brazil,17,9,8,0,0,0,0,0,0,0,0,4,3,1,20,10,10,3,0,0,0,0,0,0,0,1.69,53,63,356,0,0.25,287,268,148,28
Marten de Roon,31,670233600,1991/03/29,Serie A,2022/2023,Midfielder,Atalanta,1526,670,856,Netherlands,19,9,10,0,0,0,1,0,1,0,0,6,2,4,18,7,11,4,0,0.06,0.06,0,0,0,0,1.06,85,80,382,1526,0.24,320,185,-1,18
Martín Adrián Satriano Costa,21,982656000,2001/02/20,Serie A,2022/2023,Forward,Empoli,1246,680,566,Uruguay,19,9,10,1,0,1,1,1,0,0,0,7,5,2,14,4,10,3,0,0.14,0.07,0.07,0,0.16,1246,1.01,89,66,415,1246,0.22,190,174,-1,10
Martin Erlić,24,885628800,1998/01/24,Serie A,2022/2023,Defender,Sassuolo,1223,593,630,Croatia,14,7,7,0,0,0,0,0,0,0,0,5,4,1,16,4,12,2,0,0,0,0,0,0,0,1.18,76,87,612,0,0.15,256,222,84,14
Martin Hongla,24,890035200,1998/03/16,Serie A,2022/2023,Midfielder,Hellas Verona,524,307,217,Cameroon,9,6,3,0,0,0,0,0,0,0,0,0,0,0,10,7,3,4,0,0,0,0,0,0,0,1.72,52,58,131,0,0.69,364,267,-1,28
Martin Palumbo,20,1015315200,2002/03/05,Serie A,2022/2023,Midfielder,Udinese,0,0,0,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Martin Turk,19,1061449200,2003/08/21,Serie A,2022/2023,Goalkeeper,Sampdoria,0,0,0,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mateusz Praszelik,22,969951600,2000/09/26,Serie A,2022/2023,Midfielder,Hellas Verona,0,0,0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Matheus Henrique De Souza,25,882518400,1997/12/19,Serie A,2022/2023,Midfielder,Sassuolo,683,331,352,Brazil,13,5,8,1,0,1,0,0,0,0,0,4,3,1,12,3,9,2,0,0.13,0,0.13,0,0.26,683,1.58,57,53,342,0,0.26,126,260,-1,13
Mathías Olivera Miramontes,25,878284800,1997/10/31,Serie A,2022/2023,Defender,Napoli,521,220,301,Uruguay,15,7,8,1,0,1,0,0,0,0,0,3,1,2,4,2,2,1,0,0.17,0,0.17,0,0.3,521,0.69,130,35,521,0,0.17,106,203,10,15
Matías Nicolás Viña Susperreguy,25,879062400,1997/11/09,Serie A,2022/2023,Defender,Roma,54,54,0,Uruguay,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.67,54,18,0,0,0,-1,-1,-1,16
Matìas Soulè Malvano,19,1050390000,2003/04/15,Serie A,2022/2023,Midfielder,Juventus,233,73,160,Italy,9,4,5,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,-1,-1,-1,18
Matías Vecino,31,683017200,1991/08/24,Serie A,2022/2023,Midfielder,Lazio,932,430,502,Uruguay,19,10,9,1,0,1,0,0,0,0,0,10,4,6,8,6,2,2,0,0.1,0,0.1,0,0.18,932,0.77,117,49,466,0,0.19,152,387,-1,8
Matija Nastasić,29,733305600,1993/03/28,Serie A,2022/2023,Defender,Fiorentina,0,0,0,Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mato Jajalo,34,580546800,1988/05/25,Serie A,2022/2023,Midfielder,Udinese,60,11,49,Bosnia and Herzegovina,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,-1,-1,-1,14
Mats Lemmens,20,1015747200,2002/03/10,Serie A,2022/2023,Defender,Lecce,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Matteo Angeli,20,1041235200,2002/12/30,Serie A,2022/2023,Defender,Bologna,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Matteo Bianchetti,29,732355200,1993/03/17,Serie A,2022/2023,Defender,Cremonese,1242,759,483,Italy,15,9,6,1,0,1,0,0,0,0,0,2,2,0,23,12,11,1,0,0.07,0,0.07,0,0.19,1242,1.67,54,83,1242,0,0.07,186,372,146,5
Matteo Cancellieri,20,1013500800,2002/02/12,Serie A,2022/2023,Forward,Lazio,195,100,95,Italy,14,7,7,0,0,0,0,0,0,0,0,7,3,4,1,0,1,2,0,0,0,0,0,0,0,0.46,195,14,98,0,0.92,-1,-1,-1,16
Matteo Darmian,33,628588800,1989/12/02,Serie A,2022/2023,Defender,Inter Milan,999,492,507,Italy,16,7,9,1,0,1,2,0,2,0,0,5,5,0,13,1,12,2,0,0.27,0.18,0.09,0,0.18,999,1.17,77,62,500,500,0.18,161,66,81,9
Matteo Fiorenza,19,1055660400,2003/06/15,Serie A,2022/2023,Goalkeeper,Torino,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Matteo Gabbia,23,940489200,1999/10/21,Serie A,2022/2023,Midfielder,AC Milan,580,312,268,Italy,10,6,4,0,0,0,0,0,0,0,0,2,2,0,13,8,5,2,0,0,0,0,0,0,0,2.02,45,58,290,0,0.31,329,324,-1,16
Matteo Lovato,22,950515200,2000/02/14,Serie A,2022/2023,Defender,Salernitana,377,233,144,Italy,7,4,3,0,0,0,0,0,0,0,0,0,0,0,15,6,9,0,0,0,0,0,0,0,0,3.58,25,54,0,0,0,239,212,166,14
Matteo Pessina,25,861606000,1997/04/21,Serie A,2022/2023,Midfielder,Monza,1537,824,713,Italy,19,10,9,3,2,1,2,2,0,2,0,6,4,2,23,10,13,2,0,0.29,0.12,0.18,0.22,0.13,512,1.35,67,81,769,769,0.12,98,111,-1,3
Matteo Politano,29,744361200,1993/08/03,Serie A,2022/2023,Forward,Napoli,825,394,431,Italy,18,8,10,3,0,3,3,2,1,2,1,7,3,4,8,6,2,1,0,0.65,0.33,0.33,0,0.63,275,0.87,103,46,825,275,0.11,39,17,-1,6
Matteo Ruggeri,20,1026370800,2002/07/11,Serie A,2022/2023,Defender,Atalanta,457,131,326,Italy,10,4,6,0,0,0,0,0,0,0,0,1,1,0,8,2,6,1,0,0,0,0,0,0,0,1.58,57,46,457,0,0.2,307,316,138,16
Matthew Garbett,20,1018681200,2002/04/13,Serie A,2022/2023,Midfielder,Torino,0,0,0,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mattia Caldara,28,768121200,1994/05/05,Serie A,2022/2023,Defender,Spezia,967,450,517,Italy,14,8,6,0,0,0,0,0,0,0,0,3,2,1,18,8,10,5,0,0,0,0,0,0,0,1.68,54,69,193,0,0.47,397,384,147,31
Mattia Chiesa,22,963730800,2000/07/16,Serie A,2022/2023,Goalkeeper,Hellas Verona,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mattia Ciucci,20,1037001600,2002/11/11,Serie A,2022/2023,Defender,Lecce,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mattia Compagnon,21,1005033600,2001/11/06,Serie A,2022/2023,Midfielder,Juventus,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mattia De Sciglio,30,719564400,1992/10/20,Serie A,2022/2023,Defender,Juventus,603,349,254,Italy,10,6,4,0,0,0,0,0,0,0,0,5,3,2,6,5,1,0,0,0,0,0,0,0,0,0.9,101,60,0,0,0,217,248,38,20
Mattia Destro,31,669456000,1991/03/20,Serie A,2022/2023,Forward,Empoli,458,250,208,Italy,10,6,4,1,0,1,0,0,0,0,0,3,3,0,5,2,3,2,0,0.2,0,0.2,0,0.43,458,0.98,92,46,229,0,0.39,83,344,-1,8
Mattia Motolese,18,1081839600,2004/04/13,Serie A,2022/2023,Defender,Bologna,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mattia Perin,30,721382400,1992/11/10,Serie A,2022/2023,Goalkeeper,Juventus,587,227,360,Italy,7,3,4,0,0,0,0,0,0,0,0,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0.61,147,84,0,0,0,211,218,7,16
Mattia Valoti,29,747298800,1993/09/06,Serie A,2022/2023,Midfielder,Monza,241,178,63,Italy,7,5,2,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,1.49,60,34,241,0,0.37,-1,-1,-1,25
Mattia Zaccagni,27,803286000,1995/06/16,Serie A,2022/2023,Midfielder,Lazio,1525,800,725,Italy,19,10,9,8,5,3,4,3,1,1,0,10,4,6,10,7,3,4,0,0.71,0.24,0.47,0.56,0.37,191,0.59,153,80,381,381,0.24,22,44,-1,1
Mattia Zanotti,20,1042272000,2003/01/11,Serie A,2022/2023,Defender,Inter Milan,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Maxime Leverbe,25,855993600,1997/02/15,Serie A,2022/2023,Defender,Sampdoria,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Maxime Lopez,25,881222400,1997/12/04,Serie A,2022/2023,Midfielder,Sassuolo,1117,589,528,France,14,8,6,0,0,0,0,0,0,0,0,5,3,2,12,3,9,6,0,0,0,0,0,0,0,0.97,93,80,186,0,0.48,265,216,-1,17
Mbala N'Zola,26,840351600,1996/08/18,Serie A,2022/2023,Forward,Spezia,1597,787,810,Angola,18,9,9,9,6,3,1,1,0,2,0,3,2,1,23,9,14,4,0,0.56,0.06,0.51,0.69,0.33,177,1.3,69,89,399,1597,0.23,16,183,-1,1
Medon Berisha,19,1066719600,2003/10/21,Serie A,2022/2023,Midfielder,Lecce,0,0,0,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mehdi Bourabia,31,681548400,1991/08/07,Serie A,2022/2023,Midfielder,Spezia,1587,852,735,Morocco,21,11,10,0,0,0,2,1,1,0,0,3,2,1,28,15,13,3,0,0.11,0.11,0,0,0,0,1.59,57,76,529,794,0.17,385,119,-1,29
Mehdi Pascal Marcel Léris,24,895906800,1998/05/23,Serie A,2022/2023,Midfielder,Sampdoria,1357,707,650,Algeria,19,9,10,0,0,0,1,0,1,0,0,2,1,1,24,12,12,10,0,0.07,0.07,0,0,0,0,1.59,57,71,136,1357,0.66,311,171,-1,25
Mehmet Zeki Çelik,25,856166400,1997/02/17,Serie A,2022/2023,Defender,Roma,989,504,485,Turkey,15,8,7,0,0,0,0,0,0,0,0,6,5,1,9,2,7,5,0,0,0,0,0,0,0,0.82,110,66,198,0,0.46,358,362,24,18
Memeh Caleb Okoli,21,995007600,2001/07/13,Serie A,2022/2023,Defender,Atalanta,841,436,405,Nigeria,13,7,6,0,0,0,0,0,0,0,0,5,1,4,8,4,4,3,0,0,0,0,0,0,0,0.86,105,65,280,0,0.32,319,314,32,20
Mërgim Vojvoda,27,791625600,1995/02/01,Serie A,2022/2023,Defender,Torino,961,466,495,Kosovo,15,6,9,0,0,0,4,2,2,0,0,4,3,1,10,2,8,1,0,0.37,0.37,0,0,0,0,0.94,96,64,961,240,0.09,261,13,44,21
Merih Demiral,24,889084800,1998/03/05,Serie A,2022/2023,Defender,Atalanta,1196,658,538,Turkey,17,10,7,1,1,0,0,0,0,0,0,6,2,4,16,11,5,4,0,0.08,0,0.08,0.14,0,1196,1.2,75,70,299,0,0.3,174,231,86,8
Mert Müldür,23,923126400,1999/04/03,Serie A,2022/2023,Defender,Sassuolo,7,0,7,Turkey,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,25
Michael Olabode Kayode,18,1089442800,2004/07/10,Serie A,2022/2023,Defender,Fiorentina,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Michel Aebischer,26,852537600,1997/01/06,Serie A,2022/2023,Midfielder,Bologna,769,449,320,Switzerland,18,10,8,1,1,0,0,0,0,0,0,3,3,0,11,4,7,3,0,0.12,0,0.12,0.2,0,769,1.29,70,43,256,0,0.35,141,396,-1,6
Michel Ndary Adopo,22,963990000,2000/07/19,Serie A,2022/2023,Midfielder,Torino,174,9,165,France,6,2,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,29,174,0,0.52,-1,-1,-1,12
Michele Castagnetti,33,630748800,1989/12/27,Serie A,2022/2023,Midfielder,Cremonese,682,331,351,Italy,14,7,7,0,0,0,0,0,0,0,0,2,2,0,11,4,7,1,0,0,0,0,0,0,0,1.45,62,49,682,0,0.13,231,224,-1,13
Michele Cerofolini,24,915436800,1999/01/04,Serie A,2022/2023,Goalkeeper,Fiorentina,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Michele Di Gregorio,25,869986800,1997/07/27,Serie A,2022/2023,Goalkeeper,Monza,1890,990,900,Italy,21,11,10,0,0,0,0,0,0,0,0,6,4,2,29,13,16,0,0,0,0,0,0,0,0,1.38,65,90,0,0,0,286,280,105,19
Mickaël Cuisance,23,934786800,1999/08/16,Serie A,2022/2023,Midfielder,Sampdoria,46,0,46,France,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.96,46,46,0,0,0,-1,-1,-1,27
Miguel Veloso,36,516178800,1986/05/11,Serie A,2022/2023,Midfielder,Hellas Verona,848,500,348,Portugal,15,7,8,0,0,0,0,0,0,0,0,0,0,0,10,8,2,4,0,0,0,0,0,0,0,1.06,85,57,212,0,0.42,272,229,-1,20
Mikael Egill Ellertsson,20,1015833600,2002/03/11,Serie A,2022/2023,Midfielder,Spezia,161,32,129,Iceland,11,4,7,0,0,0,0,0,0,0,0,1,1,0,5,0,5,3,0,0,0,0,0,0,0,2.8,32,15,54,0,1.68,-1,-1,-1,20
Mike Maignan,27,804754800,1995/07/03,Serie A,2022/2023,Goalkeeper,AC Milan,630,360,270,France,7,4,3,0,0,0,0,0,0,0,0,2,1,1,8,6,2,0,0,0,0,0,0,0,0,1.14,79,90,0,0,0,323,319,77,20
Milan Škriniar,27,792489600,1995/02/11,Serie A,2022/2023,Defender,Inter Milan,1680,940,740,Slovakia,20,11,9,0,0,0,0,0,0,0,0,7,7,0,19,3,16,5,1,0,0,0,0,0,0,1.02,88,84,336,0,0.27,281,274,55,22
Milan Đurić,32,643359600,1990/05/22,Serie A,2022/2023,Forward,Hellas Verona,700,363,337,Bosnia and Herzegovina,16,9,7,1,0,1,0,0,0,0,0,2,2,0,8,5,3,3,0,0.13,0,0.13,0,0.27,700,1.03,88,44,233,0,0.39,124,200,-1,10
Mile Svilar,23,935737200,1999/08/27,Serie A,2022/2023,Goalkeeper,Roma,0,0,0,Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Min-Jae Kim,26,848044800,1996/11/15,Serie A,2022/2023,Defender,Napoli,1756,810,946,South Korea,20,9,11,2,1,1,0,0,0,0,0,8,3,5,15,8,7,4,0,0.1,0,0.1,0.11,0.1,878,0.77,117,88,439,0,0.21,151,214,20,9
Mohamed Fares,26,824371200,1996/02/15,Serie A,2022/2023,Defender,Lazio,0,0,0,Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mohamed Mady Camara,25,857116800,1997/02/28,Serie A,2022/2023,Midfielder,Roma,379,209,170,Guinea,9,3,6,0,0,0,0,0,0,0,0,2,0,2,4,2,2,1,0,0,0,0,0,0,0,0.95,95,42,379,0,0.24,218,197,-1,14
Moise Kean,22,951724800,2000/02/28,Serie A,2022/2023,Forward,Juventus,721,408,313,Italy,19,9,10,4,3,1,0,0,0,0,0,11,5,6,6,4,2,3,0,0.5,0,0.5,0.66,0.29,180,0.75,120,38,240,0,0.37,17,219,-1,3
Morten Hjulmand,23,930294000,1999/06/25,Serie A,2022/2023,Midfielder,Lecce,1625,810,815,Denmark,19,9,10,0,0,0,4,1,3,0,0,2,0,2,21,11,10,6,1,0.22,0.22,0,0,0,0,1.16,77,86,232,406,0.39,278,50,-1,21
Mouhamadou Fallou Mbacke Sarr,26,852451200,1997/01/05,Serie A,2022/2023,Goalkeeper,Cremonese,0,0,0,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Musa Barrow,24,911030400,1998/11/14,Serie A,2022/2023,Forward,Bologna,765,348,417,Gambia,15,7,8,2,1,1,1,1,0,0,0,3,3,0,17,3,14,1,0,0.35,0.12,0.24,0.26,0.22,383,2,45,51,765,765,0.12,67,108,-1,5
Nadir Zortea,23,929775600,1999/06/19,Serie A,2022/2023,Defender,Sassuolo,303,180,123,Italy,10,6,4,1,1,0,0,0,0,0,0,4,1,3,3,1,2,2,0,0.3,0,0.3,0.5,0,303,0.89,101,30,152,0,0.59,48,301,35,10
Nanitamo Ikone,24,894092400,1998/05/02,Serie A,2022/2023,Midfielder,Fiorentina,1167,641,526,France,19,9,10,2,2,0,2,1,1,0,0,4,2,2,12,8,4,2,0,0.31,0.15,0.15,0.28,0,584,0.93,97,61,584,584,0.15,119,90,-1,7
Nedim Bajrami,23,920188800,1999/02/28,Serie A,2022/2023,Midfielder,Sassuolo,954,439,515,Albania,20,10,10,1,1,0,1,0,1,0,0,7,5,2,11,7,4,1,0,0.19,0.09,0.09,0.21,0,954,1.04,87,48,954,954,0.09,159,138,-1,9
Nehuén Pérez,22,961830000,2000/06/24,Serie A,2022/2023,Defender,Udinese,1580,740,840,Argentina,19,9,10,1,1,0,0,0,0,0,0,5,2,3,20,9,11,4,1,0.06,0,0.06,0.12,0,1580,1.14,79,83,316,0,0.28,196,328,76,10
Nemanja Matić,34,586422000,1988/08/01,Serie A,2022/2023,Midfielder,Roma,1130,416,714,Serbia,21,10,11,1,1,0,1,0,1,0,0,8,5,3,12,2,10,2,0,0.16,0.08,0.08,0.22,0,1130,0.96,94,54,565,1130,0.16,177,156,-1,10
Nemanja Radonjić,26,824371200,1996/02/15,Serie A,2022/2023,Midfielder,Torino,903,491,412,Serbia,18,8,10,2,1,1,1,0,1,0,0,3,3,0,7,1,6,0,0,0.3,0.1,0.2,0.18,0.22,452,0.7,129,50,0,903,0,85,132,-1,4
Nicola Bagnolini,18,1079251200,2004/03/14,Serie A,2022/2023,Goalkeeper,Bologna,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Nicola Murru,28,787564800,1994/12/16,Serie A,2022/2023,Defender,Sampdoria,375,170,205,Italy,9,4,5,0,0,0,0,0,0,0,0,2,1,1,4,2,2,2,0,0,0,0,0,0,0,0.96,94,42,188,0,0.48,316,311,47,18
Nicola Ravaglia,34,597916800,1988/12/12,Serie A,2022/2023,Goalkeeper,Sampdoria,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Nicola Sansone,31,684486000,1991/09/10,Serie A,2022/2023,Forward,Bologna,421,182,239,Italy,10,3,7,1,0,1,0,0,0,0,0,0,0,0,5,2,3,2,0,0.21,0,0.21,0,0.38,421,1.07,84,42,211,0,0.43,79,394,-1,10
Nicola Zalewski,21,1011772800,2002/01/23,Serie A,2022/2023,Forward,Roma,1047,501,546,Poland,17,9,8,0,0,0,1,0,1,0,0,7,5,2,10,3,7,2,0,0.09,0.09,0,0,0,0,0.86,105,62,524,1047,0.17,359,143,-1,12
Nicolás Domínguez,24,899017200,1998/06/28,Serie A,2022/2023,Midfielder,Bologna,1342,741,601,Argentina,18,10,8,1,1,0,2,2,0,0,0,3,3,0,19,7,12,6,0,0.2,0.13,0.07,0.12,0,1342,1.27,71,75,224,671,0.4,179,106,-1,9
Nicolás González,24,891504000,1998/04/02,Serie A,2022/2023,Midfielder,Fiorentina,445,223,222,Argentina,11,7,4,3,2,1,1,1,0,1,0,2,1,1,7,4,3,2,0,0.81,0.2,0.61,0.81,0.41,148,1.42,64,40,223,445,0.4,6,56,-1,4
